Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
Product Management Analyst,S&P Global,Remote in Singapore,Posted30+ days ago,2022-05-18,,"We’re looking for a Product Manager Analyst, within the Global Regulatory Reporting Services Division to:
Analyze market regulation changes and impact on our…",https://sg.indeed.com/rc/clk?jk=bcb4f7f78d04289b&fccid=b716e44d2c6283e7&vjs=3
"Data Analyst, Client Data Chapter (COO SG) (Associate/Senior Associate)",Bank of Singapore,Singapore,Posted27 days ago,2022-05-18,,"At least 3 years of experience relating to data management, data analytics, data visualisation or operations client onboarding within the financial industry.",https://sg.indeed.com/rc/clk?jk=4e19303d5ba8eeb8&fccid=f53f057795eadec6&vjs=3
Data Analyst [Python],Good Job Creations Pte Ltd,Singapore,Hiring ongoing,2022-05-18,,"Fulfill ad-hoc data request from different product owners.
Good in data visualization tools such as Tableau or Power BI.",https://sg.indeed.com/company/Good-Job-Creations-Pte-Ltd/jobs/Data-Analyst-51c53db73edc2d98?fccid=ee772c366e311477&vjs=3
"Data Analytics Lead, Google Cloud, South East Asia",Google,Singapore,Posted30+ days ago,2022-05-18,,"Experience with data warehousing, data lakes, streaming analytics, and business intelligence.
Experience in data engineering, database development, integration,…",https://sg.indeed.com/rc/clk?jk=a6bc65c09571e68c&fccid=a5b4499d9e91a5c6&vjs=3
Senior APAC Marketing Analyst,WISE ASIA-PACIFIC PTE. LTD.,Singapore,Posted8 days ago,2022-05-18,"$7,000 - $14,000 a month","You have experience with data visualisation tools (Looker, PowerBI, Tableau etc.) and demonstrate storytelling ability with data.
You have advanced SQL skills.",https://sg.indeed.com/rc/clk?jk=0bc0334319de876b&fccid=7b8f262e600e6cb2&vjs=3
IT risk and control analyst,NEW TONE CONSULTING PTE. LTD.,Singapore,Posted5 days ago,2022-05-18,"$8,000 - $13,000 a month","Alert the management and independent control functions on key incidents.
Collect and report incidents in the Group tool (360HI).",https://sg.indeed.com/rc/clk?jk=2e34ed562a4937bb&fccid=fd37dc91206b9902&vjs=3
Product Management Analyst,S&P Global,Remote in Singapore,Posted30+ days ago,2022-05-18,,"We’re looking for a Product Manager Analyst, within the Global Regulatory Reporting Services Division to:
Analyze market regulation changes and impact on our…",https://sg.indeed.com/rc/clk?jk=bcb4f7f78d04289b&fccid=b716e44d2c6283e7&vjs=3
"Data Analyst, Client Data Chapter (COO SG) (Associate/Senior Associate)",Bank of Singapore,Singapore,Posted27 days ago,2022-05-18,,"At least 3 years of experience relating to data management, data analytics, data visualisation or operations client onboarding within the financial industry.",https://sg.indeed.com/rc/clk?jk=4e19303d5ba8eeb8&fccid=f53f057795eadec6&vjs=3
Data Analyst,IFUN GAMES,Singapore,Posted30+ days ago,2022-05-18,,"At least 2 years of experience in data analytic field.
Experience in data analytic tools - R, SPSS, SAS, Python, and other related software.",https://sg.indeed.com/rc/clk?jk=5861d7e9c3a6515a&fccid=80b60cfe2e3a3c02&vjs=3
Business Analyst Intern,Reckitt,West Singapore,Posted30+ days ago,2022-05-18,,"Enhance the current reporting format of various data sources.
Analyze and report on insightful trends in the assigned business unit in Singapore, such as…",https://sg.indeed.com/rc/clk?jk=92ca10fafb845470&fccid=25fcc0ef2edd3f05&vjs=3
Cleared Derivatives Business Analyst,FIS Global,Singapore,Posted6 days ago,2022-05-18,,"Provide analytic support by coordinating data extraction from various databases and data interpretation.
Experienced (relevant combo of work and education).",https://sg.indeed.com/rc/clk?jk=77fc88ea8e791848&fccid=74e36d81c894b4b7&vjs=3
Intern Market Analyst,Capital 16,Temporarily Remote in Singapore,Posted30+ days ago,2022-05-18,,"Experience collecting, interpreting and organizing data.
Immediate Start, For At Least 3 Months.
A bachelor's degree in finance, business administration, or…",https://sg.indeed.com/rc/clk?jk=42175bbb1e4af64e&fccid=dd616958bd9ddc12&vjs=3
"Associate, Credit Data Analyst, Risk Management Group",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,Keep abreast on latest technology changes such as data analytics that can be applied to credit risk management.,https://sg.indeed.com/rc/clk?jk=a8afb70883fce817&fccid=cc1f9ea511d140fe&vjs=3
Employment Law & Investigations Analyst,Meta,Singapore,Posted13 days ago,2022-05-18,,"Maintain data integrity within the case management system.
Experience searching for and pulling data from multiple disparate sources.",https://sg.indeed.com/rc/clk?jk=f598ca7da528b853&fccid=ba07516c418dda52&vjs=3
Intern - Computer Engineering (Software Development/Data Analysis),Seagate Technology,Singapore,Posted24 days ago,2022-05-18,,"Ensure that the format of the data can easily transposed through different tools and various front ends; data visualization (Tableau), data analysis (Python…",https://sg.indeed.com/rc/clk?jk=de6314c902c5b98e&fccid=eb193642f8c64a12&vjs=3
"Analyst, Research Program",EVYD Technology,Singapore,Posted30+ days ago,2022-05-18,,"Understand the strengths and limitations of real-world data.
Our Big Data platform aggregates raw data that reside in disparate information systems and convert…",https://sg.indeed.com/rc/clk?jk=ae2c4e918d4b8558&fccid=9a0c71a2e8de2e56&vjs=3
#EG - Data & Analytics Internship,NCS,Singapore,Posted30+ days ago,2022-05-18,,"About data process flow, data definition, analytics solution requirements and specifications during our technical design sessions with cross-functional teams.",https://sg.indeed.com/rc/clk?jk=b6f7f45a3fe2ac4d&fccid=4fa8e9e68050e827&vjs=3
Macro and Valuation Analyst/Associate,Temasek,Singapore,Posted30+ days ago,2022-05-18,,Knowledge and practical application of data analytics and statistical analysis/modelling would be advantageous.,https://sg.indeed.com/rc/clk?jk=7497896d58b71c8e&fccid=d900284f63844910&vjs=3
Growth Data Analyst,Crypto.com,Singapore,Posted19 days ago,2022-05-18,,"Partner with Data team and analysts across functions to fully leverage company level metrics model, BI tool, data structure and data request process.",https://sg.indeed.com/rc/clk?jk=c35f1c9ac501dbe9&fccid=18bfd14af40ab66a&vjs=3
"VP, Private Wealth Data Analyst, Consumer Banking Group",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,"End-to-end data solutioning which includes translate business problems into data requirements, data discovery and data processing to deliver outcome.",https://sg.indeed.com/rc/clk?jk=939c1eb991f1611e&fccid=cc1f9ea511d140fe&vjs=3
Threat & Vulnerability Analyst - Singapore,Allen & Overy,Singapore,Posted30+ days ago,2022-05-18,,In addition the team is also responsible for tracking obvious and far less obvious threats and vulnerabilities to ensure the protection of client data and the…,https://sg.indeed.com/rc/clk?jk=5f8d3a14ef42d742&fccid=21864f4bd38a9858&vjs=3
Market Operations Analyst (Exchange),Climate Impact X,Singapore,Posted12 days ago,2022-05-18,,"Create and maintain static and market data relating to CIX clients and products.
Each project on the Project Marketplace and Auction is supported by transparent…",https://sg.indeed.com/rc/clk?jk=a7853144cf5cbc0a&fccid=8cc8c41707f39c3b&vjs=3
KYC Analyst (Contract),Crédit Agricole CIB,Singapore,Posted30+ days ago,2022-05-18,,"Experience in research & analysis of data and documents.
Input client's data and upload documents into KYC system.
Perform name screening and background checks.",https://sg.indeed.com/rc/clk?jk=e9db7d2d956afd8a&fccid=7077ed64aecd53a3&vjs=3
Quantitative Research Analysts,Kredens Capital,Singapore,Posted30+ days ago,2022-05-18,,"Implement models in Python and other data-processing languages;
Demonstrated ability to conduct independent research utilizing large data sets;",https://sg.indeed.com/rc/clk?jk=b9be56055baa4411&fccid=8fdf77c073544741&vjs=3
"Data Analyst, Global Operations Central Analytics",Meta,Singapore,Posted30+ days ago,2022-05-18,,"Professional experience with reporting systems, data pipeline architecture, ETL and data modeling.
Build/maintain data infrastructure (data pipelines,…",https://sg.indeed.com/rc/clk?jk=9ac689a60ff9cff1&fccid=ba07516c418dda52&vjs=3
Senior Procurement Analyst,Infineum,Singapore,PostedJust posted,2022-05-18,,"Proficiency with structured data e.g. SQL.
Proficiency with a data visualisation tool e.g. Tableau or PowerBI.
Proficiency with digital / e-procurement tools.",https://sg.indeed.com/company/Engie/jobs/Senior-Procurement-Analyst-c4e51f07086943fe?fccid=52c6413667d142d3&vjs=3
Data Analyst,StarHub,Singapore,Posted30+ days ago,2022-05-18,,"The data analyst would develop Al applications for both internal and external stakeholders.
The data analyst will work closely key internal and external…",https://sg.indeed.com/rc/clk?jk=4457d8042b872aa6&fccid=6f4d576f7f431e00&vjs=3
"Research Analyst, Centre for Governance and Sustainability",National University of Singapore,Temporarily Remote in Singapore 119077,Posted9 days ago,2022-05-18,,"Proficient in spreadsheet, database, and basic data analysis.
The Centre for Governance and Sustainability (CGS) was established by the National University of…",https://sg.indeed.com/rc/clk?jk=a3598cb6a68f3267&fccid=b4c06e8a712feddf&vjs=3
"Cyber Fusion Center Analyst, IMDA CLT",MSD,Singapore,Posted30+ days ago,2022-05-18,,"Ability to use log management tools, packet captures reports, data visualization, and pattern analysis to enhance on cyber security incident investigation.",https://sg.indeed.com/rc/clk?jk=74a2f3308fa404c6&fccid=3c0bf511b4a29309&vjs=3
"Insights Analyst, Business Marketing, APAC",TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Develop scalable data solutions and tools (e.g., dashboards) that empower the advertising sales teams and support data requests.",https://sg.indeed.com/rc/clk?jk=64c036f45171b28c&fccid=caed318a9335aac0&vjs=3
Data Analyst (Research-Based Molecular Diagnostic Platform),Consortium for Clinical Research and Innovation...,Singapore,Posted30+ days ago,2022-05-18,," Proficient in spatial data analytics, including data cleaning, data normalization, data.
Better understanding of data, data generation process and quality…",https://sg.indeed.com/rc/clk?jk=2ab3e3a530ed8dde&fccid=dd616958bd9ddc12&vjs=3
"Analyst, Market Assessment Unit",DYNAMIC HUMAN CAPITAL PTE. LTD.,Singapore,Posted11 days ago,2022-05-18,"$4,000 - $6,000 a month",Experience with data analytics tools and creating and maintaining data dashboards  Able to analyse large sets of data and translate findings into reports and…,https://sg.indeed.com/rc/clk?jk=c6f51035ef6ae756&fccid=97a89e03e958c062&vjs=3
"Technology Practice Lead, Data Analytics and AI",Google,Singapore,Posted30+ days ago,2022-05-18,,"Represent APAC customers, partners, and field to influence a data-driven vision and direction for Technology, Solutions, and Use Case development at Google…",https://sg.indeed.com/rc/clk?jk=94f3591ab7b2f827&fccid=a5b4499d9e91a5c6&vjs=3
Information Technology Intern - Computer Science & Data Analytics,Soristic Impact Collective Pte. Ltd.,Remote in Singapore,Posted5 days ago,2022-05-18,,This position is responsible for managing and supporting the Soristic Websites and its development as well as taking part in basic data analytics analysis.,https://sg.indeed.com/rc/clk?jk=655af54e4d4f1bee&fccid=608cf2278aacf251&vjs=3
APAC Business Analyst,Pharmanovia APAC Pte. Ltd.,Remote in Singapore,Posted30+ days ago,2022-05-18,,The Business Analyst will report directly into the General Manager and will be responsible for building comprehensive data sets from different sources and…,https://sg.indeed.com/rc/clk?jk=163e03fcbef9f21c&fccid=1a09f69eb936bff1&vjs=3
"Data Analyst, Data Governance (6 months Contract)",Bank of Singapore,Singapore,Posted30+ days ago,2022-05-18,,Perform testing of the bank’s data dictionaries in the tool to ensure accuracy and completeness for data analysts’ consumption.,https://sg.indeed.com/rc/clk?jk=c723325bee4baef0&fccid=f53f057795eadec6&vjs=3
Junior Data Analyst (#22-00036),Continental Technology Solutions,Singapore,Posted30+ days ago,2022-05-18,,"At least 6 months to 1 year recent hands-on experience in data analyst role using different analytics tools and platforms such as SAS, SQL, SRSS, Python, R,…",https://sg.indeed.com/rc/clk?jk=aa8d89eaa9347016&fccid=664cda5b7c62a987&vjs=3
"Management Optimisation Analyst, Trust & Safety",TikTok,Singapore,Posted30+ days ago,2022-05-18,,"These may include data related to the efficiency & quality performance in global moderation teams.
Together with the team, you will identify gaps through data…",https://sg.indeed.com/rc/clk?jk=4749e1fe20c56193&fccid=caed318a9335aac0&vjs=3
Strategy & Operations Analyst,Skillsearch Limited,Hybrid remote in Singapore,Posted15 days ago,2022-05-18,,"Strategy & Operations Analyst in Singapore.
As a Strategy and Operations Analyst at this studio in Singapore, you will be working to uncover insights and drive…",https://sg.indeed.com/rc/clk?jk=1b07e79fa9c7e672&fccid=7a29f275e958f92d&vjs=3
Business Intelligence Specialist/ Senior Specialist,Bitdeer Singapore,Singapore,Posted1 day ago,2022-05-18,,"Monitoring daily data remotely and respond to unexpected events in a timely manner;
Conduct multi-dimensional data analysis, early warning of operational…",https://sg.indeed.com/company/Bitdeer-Singapore/jobs/Business-Intelligence-Specialist-e4451405fd4d0a20?fccid=47dacb8bdabc6f44&vjs=3
"Wealth Management, Business Quality Assurance, Analyst","JPMorgan Chase Bank, N.A.",Singapore,Posted8 days ago,2022-05-18,,"Works in the APAC QA team (1st Line of Defense) and executes the Quality Assurance tests against established criteria.
Risk and control management knowledge.",https://sg.indeed.com/rc/clk?jk=a00ac2a33ed13423&fccid=aaf3b433897ea465&vjs=3
"Marketing Finance Analyst, Product, Platforms, and Ecosystems",Google,Singapore,Posted27 days ago,2022-05-18,,"Provide key data insights to help marketers shape new or existing campaigns, identify growth opportunities, and make data-driven recommendations to improve…",https://sg.indeed.com/rc/clk?jk=d9a3e1745b17d746&fccid=a5b4499d9e91a5c6&vjs=3
"Senior / Data Analyst, NPHEU (NCID)",Tan Tock Seng,Novena,Posted30+ days ago,2022-05-18,,"Assist in explaining data and IT requirements to other levels of staff (e.g. data-entry clerks and data executives).
Senior / Data Analyst, NPHEU (NCID).",https://sg.indeed.com/rc/clk?jk=5a9b409fa09cc129&fccid=b0babaafc9cc3312&vjs=3
Compliance AML Risk Management Analyst - Officer,Citi,Singapore,Posted27 days ago,2022-05-18,,"To be an FIU analyst responsible for AML investigations in line with the FIU Operating Procedures and local directives.
2-5 years of relevant experience.",https://sg.indeed.com/rc/clk?jk=477502f0dfadfeee&fccid=5bcd1ef0a7f4fb99&vjs=3
"Market Analyst , Oil",bp,Singapore,Posted30+ days ago,2022-05-18,,"Knowledge of statistics, econometrics, data science and AI.
Grade H, Responsible for delivering relevant analysis and modelling to provide commercial insight,…",https://sg.indeed.com/rc/clk?jk=ca46e8360a23dda1&fccid=03cacc905f5db444&vjs=3
Data Analytics Lead,ExpressVPN,Singapore,Posted30+ days ago,2022-05-18,,Relationships and influencing others: Able to make connections and build effective relationships at a strategic level with key stakeholders and data engineering…,https://sg.indeed.com/rc/clk?jk=cadb8a7e9cb32cc7&fccid=69d3f8a074d8d49f&vjs=3
"Investment and Real Estate, Analyst",AIA,Singapore,Posted30+ days ago,2022-05-18,,"This includes research, data analysis, processing, and calculation.
Investment (80%) & Project Management (20%) (including investment and real-estate projects).",https://sg.indeed.com/rc/clk?jk=472b835c4a5b9479&fccid=004041685e219574&vjs=3
"Market Analyst , Oil",bp,Singapore,Posted30+ days ago,2022-05-18,,"Knowledge of statistics, econometrics, data science and AI.
Grade H, Responsible for delivering relevant analysis and modelling to provide commercial insight,…",https://sg.indeed.com/rc/clk?jk=ca46e8360a23dda1&fccid=03cacc905f5db444&vjs=3
Data Analytics Lead,ExpressVPN,Singapore,Posted30+ days ago,2022-05-18,,Relationships and influencing others: Able to make connections and build effective relationships at a strategic level with key stakeholders and data engineering…,https://sg.indeed.com/rc/clk?jk=cadb8a7e9cb32cc7&fccid=69d3f8a074d8d49f&vjs=3
"Investment and Real Estate, Analyst",AIA,Singapore,Posted30+ days ago,2022-05-18,,"This includes research, data analysis, processing, and calculation.
Investment (80%) & Project Management (20%) (including investment and real-estate projects).",https://sg.indeed.com/rc/clk?jk=472b835c4a5b9479&fccid=004041685e219574&vjs=3
Country Risk Analyst (Asia) - Macroeconomic Analysis - Singapore,Fitch Group,Singapore,Posted30+ days ago,2022-05-18,,"Relevant background working as a macroeconomic/sovereign risk analyst required, with experience in analysis, data management and forecasting.",https://sg.indeed.com/rc/clk?jk=be8f17a4b2f19cc9&fccid=bf74a6484e835a99&vjs=3
Risk & Fraud Analyst,Adyen,Singapore+1 location,Posted30+ days ago,2022-05-18,,"Analyze payment data to discover anomalies and trends for fraud and chargeback prevention.
End-to-end customer management in relation to risk management and…",https://sg.indeed.com/rc/clk?jk=db59c365adb5faf8&fccid=b5c24474d328dbc6&vjs=3
Data Analyst Manager - Commerce Enablement,GO-JEK,Singapore,Posted30+ days ago,2022-05-18,,"You’ll process data streams to produce data foundation, analytical dashboards, and product/feature trackers on a daily basis.",https://sg.indeed.com/rc/clk?jk=383a0b23f10f4751&fccid=35c79097c1f63f3d&vjs=3
Senior Data Analyst - Chatbot,Shopee,Singapore,Posted30+ days ago,2022-05-18,,Coordinate and work with data engineers and data scientists to optimise the data flow from raw data into data marts.,https://sg.indeed.com/rc/clk?jk=cb153333ea7ed386&fccid=0b476c4a7add47fe&vjs=3
Senior / Data Analyst,NTUC learning Hub,Singapore,Posted30+ days ago,2022-05-18,,"Perform data cleaning and ensure data quality and integrity in data warehouse.
Ensure company’s data policy, data security standard and data governance…",https://sg.indeed.com/rc/clk?jk=7dc78da637c919e9&fccid=16a41f0de16f3742&vjs=3
Data Security Analyst,ROADGET BUSINESS PTE. LTD.,Singapore,Posted18 days ago,2022-05-18,"$4,000 - $8,000 a month","Master data governance related methods and knowledge, understand data quality management, data standard management, enterprise-level data modeling, master data…",https://sg.indeed.com/rc/clk?jk=e2829c9f385acc58&fccid=cf121c2c3b1191e9&vjs=3
"Senior Analyst, Financial Reporting and Information Department",Accounting and Corporate Regulatory Authority,Singapore,Posted29 days ago,2022-05-18,,"Monitor and prepare for the continual evolution of the XBRL and consumption of financial data.
Engage local and international stakeholders to build ACRA’s brand…",https://sg.indeed.com/rc/clk?jk=9b9e45f502fc02fc&fccid=e83dab7c086ac5a5&vjs=3
Business Analyst (IT) Intern,Envision Digital International Pte Ltd,Remote in Singapore,Posted30+ days ago,2022-05-18,"$1,800 a month","To manipulate data and draw insights from large data sets is a bonus.
Processing and utilizing data & information for business insights and analyzing data to…",https://sg.indeed.com/rc/clk?jk=8906af8df1d72020&fccid=1f1ffc710aca1181&vjs=3
Digital Business Analyst,Government Technology Agency,Remote in Singapore,Posted10 days ago,2022-05-18,,"As a Digital Business Analyst, you will work in a Government Agency as a key member of the GovTech project team.",https://sg.indeed.com/rc/clk?jk=b4fe360dc01ea486&fccid=3b9a5811a8b6410b&vjs=3
Technical Consulting Analyst,Amadeus,Singapore,Posted9 days ago,2022-05-18,,"Collect and analyze data from multiple sources.
Gather and reconcile data across sources (external research, external best practices benchmarking).",https://sg.indeed.com/rc/clk?jk=b1447e8e9f4d39d8&fccid=1174e11d97fd620e&vjs=3
Data Network Analyst ( Healthcare),ABER CARE PTE LTD,Singapore,EmployerActive 24 days ago,2022-05-18,"$2,400 - $4,500 a month","Responsible for the overall daily operations of IT system administration, network security, and maintenance of the IT network infrastructure and data centre on…",https://sg.indeed.com/company/ABER-CARE/jobs/Data-Network-Analyst-2bc122399a691cb9?fccid=7b2c3a855e5d901d&vjs=3
"Specialist, Data Analytics",Thermo Fisher Scientific,Woodlands,Posted26 days ago,2022-05-18,,"Experience with data consumption platforms such as Power BI or Tableau.
Experience with data mining and visualization software is a plus.",https://sg.indeed.com/rc/clk?jk=d31f700c8e3564c8&fccid=126e3afd205caa95&vjs=3
Technical Consulting Analyst,Amadeus,Singapore,Posted9 days ago,2022-05-18,,"Collect and analyze data from multiple sources.
Gather and reconcile data across sources (external research, external best practices benchmarking).",https://sg.indeed.com/rc/clk?jk=b1447e8e9f4d39d8&fccid=1174e11d97fd620e&vjs=3
Data Network Analyst ( Healthcare),ABER CARE PTE LTD,Singapore,EmployerActive 24 days ago,2022-05-18,"$2,400 - $4,500 a month","Responsible for the overall daily operations of IT system administration, network security, and maintenance of the IT network infrastructure and data centre on…",https://sg.indeed.com/company/ABER-CARE/jobs/Data-Network-Analyst-2bc122399a691cb9?fccid=7b2c3a855e5d901d&vjs=3
"Specialist, Data Analytics",Thermo Fisher Scientific,Woodlands,Posted26 days ago,2022-05-18,,"Experience with data consumption platforms such as Power BI or Tableau.
Experience with data mining and visualization software is a plus.",https://sg.indeed.com/rc/clk?jk=d31f700c8e3564c8&fccid=126e3afd205caa95&vjs=3
"Associate Analyst - Banking, Corporate Finance, Project and Infrastructure",Moody's Investors Service,Singapore,Posted12 days ago,2022-05-18,,"Identify any data issues and follow up with senior analysts.
Interpret and analyze financial data and other credit inputs provided by other supporting teams.",https://sg.indeed.com/rc/clk?jk=cadd2a5a1b89ca9d&fccid=28eefc5b86560831&vjs=3
Citi Commercial Bank Business Credit Analyst,Citi,Singapore,Posted30+ days ago,2022-05-18,,"Other duties include the monitoring and follow-up of past due credit obligations, overdraft and facility limit excesses, tracking and monitoring of facility…",https://sg.indeed.com/rc/clk?jk=8ca55a3e13b5a88c&fccid=5bcd1ef0a7f4fb99&vjs=3
BUSINESS ANALYST,Morpheus Consulting Pte Ltd,Remote in Queenstown,Posted30+ days ago,2022-05-18,,"Elicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios,…",https://sg.indeed.com/rc/clk?jk=1611ad1c8fbe0a86&fccid=951b2d1cc019053d&vjs=3
E-commerce Data Analysis Manager,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Cooperate with R&D and Data PM to build data systems and user-friendly data products to support business.
Proficient in SQL and tableau and familiar with Python…",https://sg.indeed.com/rc/clk?jk=055f355988a7d892&fccid=caed318a9335aac0&vjs=3
Gas Analyst - Energy Insights,McKinsey & Company,Singapore,Posted30+ days ago,2022-05-18,,"You will help support and drive the knowledge agenda relating to natural gas, LNG and low/zero carbon gases (including hydrogen and biogas) markets.",https://sg.indeed.com/rc/clk?jk=4a0f122ec550dda2&fccid=6576e7250aa78c3c&vjs=3
Regional Business Data Analyst (Medical MNC / Up $5200),Recruit Express,Singapore,Posted30+ days ago,2022-05-18,,"Create insights through data visualization that would drive continuous service improvements and innovation.
Experience with data visualization tools (Power BI,…",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHDBDSJr8UdJNPXfLJUzZmX88tDrg5dwJwiM1K-pUbuFJRCfQxVJa294GQ2q-XF0lYOIM9wwBkxVSFpidnIb19LxkCvACOu9kxWk3d86bNtBkGBvPYH5b-jSHDJ837nQpCiahSGoa82XNgaN7t1pctQEtfaT43Ii9IF9HxppplEr6lafzjG9nfz8QSgQryHkZSrqeIopsK5gbEMHv-7FGEshvZMZo9NqJgnA_r-yOu4DpoLE8WuPv_gI2Y_cBAgbMlN_JKowa8bs6SAB7Qxj3WTa90f_WHZqBZiMJSEzPan4pgkQWU9z8G6p9J9BrJPWQsqYyXICRP1N-Fn2c0gTrZjjEKv9QDv90EsswF59gzWOQVOl8F4qF9SVJWZ-yvrCOCOkQayqGNWtwovpXX1drJDLD6qR4Zecl-s3I-0-rytQ4NUWOQxzosLHrd2YtJv_Ad5XhvsaBtKfcSS9VIMf-uR1VB4kI40d8YXYbDpMPyL-8-q53y9apF1j3Ly0npFR2RDKjOJx0sf_SXxRIpM9FRHF6E4ySqrd-yguuFrTeWKy_kxiffoyfxgLCwZwHyjavVfSP_TR9Z05-m99JUV6iahu4tHG7teZE=&p=8&fvj=1&vjs=3
"Analyst, Financial Control & Reporting (1-Year Contract)",FIRST ABU DHABI BANK P.J.S.C. SINGAPORE BRANCH,Singapore,PostedToday,2022-05-18,"$6,000 - $8,000 a month","Prepare data for the production of Group / HO reporting.
Prepare information & data required for financial audits and fin control reviews.",https://sg.indeed.com/rc/clk?jk=552bf2085121e29f&fccid=dd9a1db45787809f&vjs=3
RISK GM Models and Methodologies Analyst,BNP Paribas,Singapore,Posted30+ days ago,2022-05-18,,One or several successful hands-on experiences in the financial industry in quantitative or data analysis fields.,https://sg.indeed.com/rc/clk?jk=b7942ed5f87eebfa&fccid=1392500f835bba92&vjs=3
Business Analyst (12 months extendable contract),Argyll Scott MY,Singapore,Posted1 day ago,2022-05-18,,"A good understanding of data analysis, data mapping and user acceptance testing.
SQL skills for data interrogation and analysis.",https://sg.indeed.com/rc/clk?jk=97bd7a8005d33db9&fccid=91277dc7f9bcbc55&vjs=3
Pricing Analyst,Power Integrations Inc.,Novena,EmployerActive 12 days ago,2022-05-18,,Perform financial analysis through data preparation and exploratory data analysis to support price execution policy and overall optimization of price management…,https://sg.indeed.com/company/Power-Integrations/jobs/Pricing-Analyst-d242dacc6d0c4bc9?fccid=adb435e920a31078&vjs=3
Data Analyst Intern (6 Months Internship),ADDX,Singapore,Posted30+ days ago,2022-05-18,,"Analyse the data to identify data patterns, trends and build datamarts to support for advanced data analytics.
Data Analyst Intern (6 Months Internship).",https://sg.indeed.com/rc/clk?jk=30d5f4fe3fbfcf76&fccid=d6e5d7e223ac379f&vjs=3
Business Analyst /Associate PM - Data Analytics,Maybank,Singapore,Posted30+ days ago,2022-05-18,,"Analyse complex data problems/issues and provide data solution to address them.
Work with stakeholders including business, data and design teams to assist with…",https://sg.indeed.com/rc/clk?jk=7e4230e9a628cefa&fccid=857a94c1e0fd1013&vjs=3
"Associate/Analyst, Data Analyst, CRE Strategy & Administration, Technology & Operations",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,"2-3 years of industry experience in data analytics in a big data environment.
Excellent data visualization and communication skills.",https://sg.indeed.com/rc/clk?jk=c8299f2f5c3e8dad&fccid=cc1f9ea511d140fe&vjs=3
Sr. Credit Risk Analyst,Payoneer,Singapore,Posted28 days ago,2022-05-18,,"Strong analytical and data driven skills.
Ability to review financial health of merchant business based on financial and non-financial data.",https://sg.indeed.com/rc/clk?jk=d94db1b36dcf0642&fccid=997367ad02588b6e&vjs=3
"AVP, Campaign & Data Analyst",United Overseas Bank Limited,Singapore,Posted30+ days ago,2022-05-18,,"Proven experience of synthesizing customer data and channel usage data to devise campaigns.
This involves identifying and evaluating the risks, developing…",https://sg.indeed.com/rc/clk?jk=db229d1e29299e96&fccid=b1ace17c9d00764e&vjs=3
"Product Marketing Analyst, Consumer Search",Google,Singapore,Posted30+ days ago,2022-05-18,,"Communicate with team members and management in understanding their data needs and providing data support.
As a Quantitative Analyst, you will be responsible…",https://sg.indeed.com/rc/clk?jk=e9a223775223008d&fccid=a5b4499d9e91a5c6&vjs=3
Business Analyst (contract),NSEARCH GLOBAL PTE. LTD.,Singapore,Posted5 days ago,2022-05-18,"$6,000 - $8,500 a month","Review system testing, integration testing and data conversion documents to verify that specifications are met.",https://sg.indeed.com/rc/clk?jk=eb5174b967666a41&fccid=71bee56901a3980b&vjs=3
Marketing Analyst (Business Intelligence),Marina Bay Sands,Marina Bay,Posted30+ days ago,2022-05-18,,"The Analyst provides pertinent, timely data visualisation, customized data-pulls and/or creates bespoke dashboards to support our DM team’s efforts and…",https://sg.indeed.com/rc/clk?jk=c0b389180633a13f&fccid=d568938f37a96d47&vjs=3
Sr. Data Reporting Analyst – Merchant Services,Payoneer,Singapore,Posted30+ days ago,2022-05-18,,Experience working with structured and unstructured data sets and experience in building analytical models on gaps and improvements to the current overall risk…,https://sg.indeed.com/rc/clk?jk=4c43644a5311ce93&fccid=997367ad02588b6e&vjs=3
Analyst (Customer Experience),Marina Bay Sands,Marina Bay,Posted30+ days ago,2022-05-18,,Understand business processes and identify data collection strategies for structured and unstructured data - ensuring reliability and accuracy of key…,https://sg.indeed.com/rc/clk?jk=dfe5c2ef39efa700&fccid=d568938f37a96d47&vjs=3
APAC Sales Ops Business Analyst,Apple,Singapore,Posted22 days ago,2022-05-18,,"Excellent statistical, machine learningand data mining skills.
Superior data modeling and analysis inR/Python.
Experience in data engineering using SQL,Tableau.",https://sg.indeed.com/rc/clk?jk=76234124905a824d&fccid=c1099851e9794854&vjs=3
Business Intelligence Intern - Supply Chain,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Design, build and maintain useful dashboards and reports to enable data-self serve for product managers.
As data analysts, our scope of work is not limited to…",https://sg.indeed.com/rc/clk?jk=46a7846dbba2b3d5&fccid=0b476c4a7add47fe&vjs=3
